ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition
13364,The weaver advised the wife and the boy brought the friend to the souvenir  after the heretic maddened the flutist.,Did the wife advise the weaver?,No,second,Filler,three,DativeConstruction_implausible
13365,The weightlifter tailgated the supplier but the colleague emailed the team to the agenda  and the showman noticed the girlfriend.,Did the supplier tailgate the weightlifter?,No,second,Filler,three,DativeConstruction_implausible
13366,The showman bullied the landscaper but the company extended the client to the extension  when the fieldworker accosted the immigrant.,Did the landscaper bully the showman?,No,second,Filler,three,DativeConstruction_implausible
13367,The goalkeeper awed the butler but the secretary faxed the supervisor to the document  because the sniper exhausted the lieutenant.,Did the butler awe the goalkeeper?,No,second,Filler,three,DativeConstruction_implausible
13368,The asylum noted the reverent but the student fed the ducks to the meal  after the illustrator stuned the brewer.,Did the reverent note the asylum?,No,second,Filler,three,DativeConstruction_implausible
13369,The security framed the sponsor when the coworker forwarded the client to the email  and the proofreader peeved the patron.,Did the sponsor frame the security?,No,second,Filler,three,DativeConstruction_implausible
13370,The manservant agitated the strategist when the employee gave the sister to the book  but the go-between vexed the midwife.,Did the strategist agitate the manservant?,No,second,Filler,three,DativeConstruction_implausible
13371,The maverick infected the cinematographer when the foundation granted the organization to the funding  because the hairdresser challenged the intermediary.,Did the cinematographer infect the maverick?,No,second,Filler,three,DativeConstruction_implausible
13372,The lithographer photographed the cartographer when the waiter handed the customer to the menu  after the dog affronted the neurologist.,Did the cartographer photograph the lithographer?,No,second,Filler,three,DativeConstruction_implausible
13373,The sinner asked the baroness because the teacher hauled the friend to the groceries  and the sherpa consulted the spiritual.,Did the baroness ask the sinner?,No,second,Filler,three,DativeConstruction_implausible
13374,The waitress deceived the actuary because the government issued the citizens to the cards  but the american escorted the poacher.,Did the actuary deceive the waitress?,No,second,Filler,three,DativeConstruction_implausible
13375,The cabinetmaker followed the cardinal because the man lent the neighbor to the ladder  when the drug delighted the fugitive.,Did the cardinal follow the cabinetmaker?,No,second,Filler,three,DativeConstruction_implausible
13376,The gambler excused the jester because the landlord leased the tenant to the apartment  after the patrolman infuriated the landscaper.,Did the jester excuse the gambler?,No,second,Filler,three,DativeConstruction_implausible
13377,The hitter presented the intermediary after the worker left the colleague to the note  and the reformer blamed the newswoman.,Did the intermediary present the hitter?,No,second,Filler,three,DativeConstruction_implausible
13378,The archivist enticed the matador after the friend loaned the guy to the laptop  but the surgeon pated the dog.,Did the matador entice the archivist?,No,second,Filler,three,DativeConstruction_implausible
13379,The playwright antagonized the gambler after the postman mailed the recipient to the package  because the performer ridiculed the underwriter.,Did the gambler antagonize the playwright?,No,second,Filler,three,DativeConstruction_implausible
13380,The manservant quoted the asylum after the clark offered the customer to the discount  when the carrier alerted the grouch.,Did the asylum quote the manservant?,No,second,Filler,three,DativeConstruction_implausible
13381,The strategist complimented the traditionalist and the collaborator quoted the novelist but the borrower owed the lender to the money .,Did the traditionalist compliment the strategist?,No,third,Filler,three,DativeConstruction_implausible
13382,The rogue goaded the train and the felon perplexed the midfielder when the student passed the teacher to the assignment .,Did the train goad the rogue?,No,third,Filler,three,DativeConstruction_implausible
13383,The valet rushed the mobster and the intermediary seduced the trumpeter because the customer paid the cashier to the bill .,Did the mobster rush the valet?,No,third,Filler,three,DativeConstruction_implausible
13384,The typesetter replaced the waitress and the sentry evaluated the neighbor after the teacher posted the friend to the letter .,Did the waitress replace the typesetter?,No,third,Filler,three,DativeConstruction_implausible
13385,The rancher troubled the mason but the know-it-all noticed the protagonist and the company promised the customer to the refund .,Did the mason trouble the rancher?,No,third,Filler,three,DativeConstruction_implausible
13386,The emissary pated the user but the ex-wife persuaded the fanatic when the retailer refunded the customer to the money .,Did the user pat the emissary?,No,third,Filler,three,DativeConstruction_implausible
13387,The pharmacist jinxed the henchman but the optician confronted the monk because the employee relayed the manager to the message .,Did the henchman jinx the pharmacist?,No,third,Filler,three,DativeConstruction_implausible
13388,The plaintiff backed the hippie but the train nominated the mover after the borrower repaid the lender to the loan .,Did the hippie back the plaintiff?,No,third,Filler,three,DativeConstruction_implausible
13389,The sponsor nominated the saleslady when the orthopedist infected the meatpacker and the worker sold the customer to the car .,Did the saleslady nominate the sponsor?,No,third,Filler,three,DativeConstruction_implausible
13390,The inventor avoided the spy when the shepherd screamed the signatory but the chef sent the friend to the gift .,Did the spy avoid the inventor?,No,third,Filler,three,DativeConstruction_implausible
13391,The logician belittled the hunter when the canadian honored the renegade because the waiter served the guys to the meals .,Did the hunter belittle the logician?,No,third,Filler,three,DativeConstruction_implausible
13392,The reverent honored the healer when the housemaid tickled the culprit after the lady shipped the recipient to the package .,Did the healer honor the reverent?,No,third,Filler,three,DativeConstruction_implausible
13393,The innovator infuriated the roadworker because the trickster forgived the minister and the guide showed the tourists to the landmarks .,Did the roadworker infuriate the innovator?,No,third,Filler,three,DativeConstruction_implausible
13394,The hypnotist intimidated the fortune-teller because the delivery contradicted the ceo but the man slipped the receptionist to the slip .,Did the fortune-teller intimidate the hypnotist?,No,third,Filler,three,DativeConstruction_implausible
13395,The counterfeiter fighted the matador because the propagandist filmed the striker when the smuggler smuggled the man to the goods .,Did the matador fight the counterfeiter?,No,third,Filler,three,DativeConstruction_implausible
13396,The shopper respected the draftsman because the motorcyclist understanded the acrobat after the boy took the mother to the snack .,Did the draftsman respect the shopper?,No,third,Filler,three,DativeConstruction_implausible
13397,The instrumentalist antagonized the mayor after the gambler tailgated the senior and the teacher taught the students to the concept .,Did the mayor antagonize the instrumentalist?,No,third,Filler,three,DativeConstruction_implausible
13398,The grouch dismissed the co-worker after the conductor persuaded the stenographer but the student told the friend to the joke .,Did the co-worker dismiss the grouch?,No,third,Filler,three,DativeConstruction_implausible
13399,The sportscaster dazzled the veteran after the geologist ruined the commissioner because the man traded the lady to the bicycle .,Did the veteran dazzle the sportscaster?,No,third,Filler,three,DativeConstruction_implausible
13400,The petitioner peeved the parishioner after the rival suspected the warlord when the man wrote the author to the letter  .,Did the parishioner peeve the petitioner?,No,third,Filler,three,DativeConstruction_implausible
13401,The manager allocated the department to the budget  and the mover stared the gambler but the countess fascinated the optimist.,Did the gambler stare the mover?,No,first,Filler,three,DativeConstruction_implausible
13402,The teacher assigned the students to the homework  and the weightlifter naged the cabbie when the spiritual choked the insider.,Did the cabbie nag the weightlifter?,No,first,Filler,three,DativeConstruction_implausible
13403,The committee awarded the champion to the trophy  and the yodeler welcomed the ceo because the socialite defeated the admiral.,Did the CEO welcome the yodeler?,No,first,Filler,three,DativeConstruction_implausible
13404,The hostess brought the guests to the drinks  and the reformer peeved the chief after the bookbinder neglected the pensioner.,Did the chief peeve the reformer?,No,first,Filler,three,DativeConstruction_implausible
13405,The secretary emailed the client to the document  but the spokesman reassured the bachelor and the soothsayer quoted the saxophonist.,Did the bachelor reassure the spokesman?,No,first,Filler,three,DativeConstruction_implausible
13406,The company extended the employee to the contract  but the invalid spooked the mutineer when the rancher betraied the suspect.,Did the mutineer spook the invalid?,No,first,Filler,three,DativeConstruction_implausible
13407,The assistant faxed the supervisor to the report  but the logician maddened the teller because the mariner photographed the coward.,Did the teller madden the logician?,No,first,Filler,three,DativeConstruction_implausible
13408,The mother fed the baby to the formula  but the dissident infected the grandson after the collaborator invoiced the lieutenant.,Did the grandson infect the dissident?,No,first,Filler,three,DativeConstruction_implausible
13409,The assistant forwarded the team to the message  when the lecturer understanded the admiral and the mobster beged the custodian.,Did the admiral understand the lecturer?,No,first,Filler,three,DativeConstruction_implausible
13410,The philanthropist gave the charity to the donation  when the gymnast invited the canadian but the auctioneer recognized the bishop.,Did the Canadian invite the gymnast?,No,first,Filler,three,DativeConstruction_implausible
13411,The foundation granted the student to the scholarship  when the fugitive humiliated the character because the pitcher seduced the outsider.,Did the character humiliate the fugitive?,No,first,Filler,three,DativeConstruction_implausible
13412,The vendor handed the customer to the brochure  when the neurologist targeted the sentry after the beautician derided the acupuncturist.,Did the sentry target the neurologist?,No,first,Filler,three,DativeConstruction_implausible
13413,The workers hauled the site to the equipment  because the pensioner rejected the instrumentalist and the healer nudged the editor.,Did the instrumentalist reject the pensioner?,No,first,Filler,three,DativeConstruction_implausible
13414,The government issued the owner to the license  because the umpire contradicted the collaborator but the infantryman scorned the dramatist.,Did the collaborator contradict the umpire?,No,first,Filler,three,DativeConstruction_implausible
13415,The friend lent the reader to the book  because the publisher invoiced the security when the idiot insulted the diva.,Did the security invoice the publisher?,No,first,Filler,three,DativeConstruction_implausible
13416,The landlord leased the tenant to the apartment  because the auctioneer fancied the programmer after the dairyman suspected the contender.,Did the programmer fancy the auctioneer?,No,first,Filler,three,DativeConstruction_implausible
13417,The traveler left the waiter to the tip  after the dissident investigated the passenger and the chemist approved the socialite.,Did the passenger investigate the dissident?,No,first,Filler,three,DativeConstruction_implausible
13418,The bank loaned the borrower to the money  after the foreman alienated the weightlifter but the pitcher mollified the fool.,Did the weightlifter alienate the foreman?,No,first,Filler,three,DativeConstruction_implausible
13419,The secretary mailed the guests to the invitation  after the hotelier quoted the vagrant because the bookbinder invited the jailor.,Did the vagrant quote the hotelier?,No,first,Filler,three,DativeConstruction_implausible
13420,The store offered the customers to the discount  after the protagonist sighted the watchmaker when the diva bemused the dissident.,Did the watchmaker sight the protagonist?,No,first,Filler,three,DativeConstruction_implausible
13421,The quarterback spooked the postdoc and the debtor owed the creditor to the debt  but the actuary invoiced the translator.,Did the postdoc spook the quarterback?,No,second,Filler,three,DativeConstruction_implausible
13422,The rabbi shoved the proofreader and the student passed the classmate to the note  when the sorcerer excused the proctor.,Did the proofreader shove the rabbi?,No,second,Filler,three,DativeConstruction_implausible
13423,The sharecropper honored the culprit and the customer paid the cashier to the bill  because the climber neglected the higher-ups.,Did the culprit honor the sharecropper?,No,second,Filler,three,DativeConstruction_implausible
13424,The feminist poked the dog and the author posted the publisher to the manuscript  after the finn perplexed the invader.,Did the dog poke the feminist?,No,second,Filler,three,DativeConstruction_implausible
13425,The bullfighter tickled the character but the manager promised the employee to the promotion  and the tenor misquoted the sniper.,Did the character tickle the bullfighter?,No,second,Filler,three,DativeConstruction_implausible
13426,The diva observed the teller but the seller refunded the buyer to the price  when the user targeted the delivery.,Did the teller observe the diva?,No,second,Filler,three,DativeConstruction_implausible
13427,The jeweler peeved the jockey but the operator relayed the recipient to the message  because the weatherman relieved the rabbi.,Did the jockey peeve the jeweler?,No,second,Filler,three,DativeConstruction_implausible
13428,The agnostic mocked the dairyman but the debtor repaid the lender to the loan  after the chief startled the flutist.,Did the dairyman mock the agnostic?,No,second,Filler,three,DativeConstruction_implausible
13429,The patriot encountered the geographer when the salesperson sold the customer to the product  and the bride astounded the carrier.,Did the geographer encounter the patriot?,No,second,Filler,three,DativeConstruction_implausible
13430,The shoemaker flattered the carrier when the company sent the recipient to the package  but the finn disparaged the webmaster.,Did the carrier flatter the shoemaker?,No,second,Filler,three,DativeConstruction_implausible
13431,The idiot suspected the understudy when the waiter served the diners to the meal  because the professor exhausted the photographer.,Did the understudy suspect the idiot?,No,second,Filler,three,DativeConstruction_implausible
13432,The bishop aggravated the know-it-all when the retailer shipped the customer to the order  after the postdoc signaled the stranger.,Did the know-it-all aggravate the bishop?,No,second,Filler,three,DativeConstruction_implausible
13433,The vagrant raved the drummer because the guide showed the tourists to the map  and the bear presented the dane.,Did the drummer rave the vagrant?,No,second,Filler,three,DativeConstruction_implausible
13434,The foreman deprecated the aristocrat because the child slipped the girl to the note  but the toymaker astounded the stableman.,Did the aristocrat deprecate the foreman?,No,second,Filler,three,DativeConstruction_implausible
13435,The procrastinator quized the grandfather because the smuggler smuggled the guy to the contraband  when the patrolman blamed the sportscaster.,Did the grandfather quiz the procrastinator?,No,second,Filler,three,DativeConstruction_implausible
13436,The communist misleaded the dairyman because the student took the teacher to the pen  after the courier ignored the mutineer.,Did the dairyman mislead the communist?,No,second,Filler,three,DativeConstruction_implausible
13437,The geneticist enraged the novelist after the instructor taught the students to the lesson  and the contender isolated the chancellor.,Did the novelist enrage the geneticist?,No,second,Filler,three,DativeConstruction_implausible
13438,The foreigner chastised the go-between after the friend told the audience to the joke  but the patron offended the general.,Did the go-between chastise the foreigner?,No,second,Filler,three,DativeConstruction_implausible
13439,The englishman stared the scout after the trader traded the investor to the stocks  because the authorities assuaged the columnist.,Did the scout stare the Englishman?,No,second,Filler,three,DativeConstruction_implausible
13440,The dramatist invited the conservator after the author wrote the readers to the book  when the shortstop introduced the athlete.,Did the conservator invite the dramatist?,No,second,Filler,three,DativeConstruction_implausible
13441,The despot heared the zoologist and the entomologist pinched the performer but the chef baked the child the cookies.,Did the zoologist hear the despot?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13442,The roadworker antagonized the lineman and the patent flattered the saxophonist when the agent booked the traveler the flight.,Did the lineman antagonize the roadworker?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13443,The sentry saluted the provost and the sponsor deceived the surgeon because the fisherman caught the kid the fish.,Did the provost salute the sentry?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13444,The defender paged the scavenger and the regular exposed the citizen after the aunt bought the nephew the toy.,Did the scavenger page the defender?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13445,The coroner hounded the steelworker but the performer advised the songwriter and the sculptor carved the student the sculpture.,Did the steelworker hound the coroner?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13446,The sherpa diagnosed the counterfeiter but the perpetrator pacified the opponent when the architect designed the dog the kennel.,Did the counterfeiter diagnose the Sherpa?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13447,The hairstylist startled the invalid but the striker mortified the embezzler because the technician fixed the friend the computer.,Did the invalid startle the hairstylist?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13448,The blonde invited the teenager but the german squeezed the bear after the girl found the cat the toy.,Did the teenager invite the blonde?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13449,The archivist quoted the nominee when the bidder filmed the commander and the gardener grew the family the vegetables.,Did the nominee quote the archivist?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13450,The swindler understanded the asylum when the mason infuriated the strategist but the tailor made the sister the dress.,Did the asylum understand the swindler?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13451,The oracle asked the gourmand when the cartographer squeezed the figure-skater because the customer ordered the waiter the meal.,Did the gourmand ask the oracle?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13452,The hunter advised the bodyguard when the impostor paged the perpetrator after the artist painted the niece the picture.,Did the bodyguard advise the hunter?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13453,The parishioner excused the creditor because the sophomore quoted the archivist and the florist picked the kid the flower.,Did the creditor excuse the parishioner?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13454,The parishioner accused the admiral because the patron befriended the missionary but the chef prepared the guest the meal.,Did the admiral accuse the parishioner?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13455,The novelist soothed the arbitrator because the sentry poked the miner when the landlord rented the cousin the movie.,Did the arbitrator soothe the novelist?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13456,The miner buged the poser because the importer exasperated the monk after the organizer reserved the parent the seat.,Did the poser bug the miner?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13457,The parent alienated the jockey after the pianist plagiarized the landlady and the baker rolled the child the dough.,Did the jockey alienate the parent?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13458,The roadworker insulted the athlete after the valet evaluated the grocer but the conservationist saved the bird the nest.,Did the athlete insult the roadworker?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13459,The girlfriend sighted the cinematographer after the chancellor intimidated the peace-lover because the owner secured the dog the leash.,Did the cinematographer sight the girlfriend?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13460,The electrician reassured the american after the rustler yelled the hairdresser when the educator shaped the student the lesson.,Did the American reassure the electrician?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13461,The thief stole the criminal the item and the bookbinder squeezed the violinist but the undergraduate distressed the psychopath.,Did the violinist squeeze the bookbinder?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13462,The roommate washed the friend the dish and the ceo wounded the missionary when the thug paged the pianist.,Did the missionary wound the CEO?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13463,The author wrote the child the story and the bride flustered the composer because the yachtsman disparaged the authorities.,Did the composer fluster the bride?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13464,The coordinator arranged the guest the accommodations and the meatpacker teased the embalmer after the psychic saluted the american.,Did the embalmer tease the meatpacker?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13465,The manager assembled the team the presentation but the finn followed the citizen and the administrator saluted the spy.,Did the citizen follow the Finn?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13466,The chef grilled the family the burger but the pianist introduced the pediatrician when the entomologist acknowledged the trendsetter.,Did the pediatrician introduce the pianist?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13467,The volunteer knitted the dog the blanket but the ex-wife dazzled the intruder because the hoodlum honored the monk.,Did the intruder dazzle the ex-wife?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13468,The student earned the sister the scholarship but the paymaster approved the traditionalist after the patron harassed the dermatologist.,Did the traditionalist approve the paymaster?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13469,The hostess served the guest the tea when the ceo beated the feminist and the midfielder mollified the janitor.,Did the feminist beat the CEO?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13470,The teacher arranged the students the desks when the biologist stared the dairyman but the weaver befuddled the warrior.,Did the dairyman stare the biologist?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13471,The carpenter assembled the children the dollhouse when the organist cited the german because the sponsor commended the hoodlum.,Did the German cite the organist?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13472,The baker baked the friends the cookies when the delivery maddened the commentator after the mobster aggravated the newcomer.,Did the commentator madden the delivery?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13473,The clerk booked the tourists the room because the veterinarian backed the american and the censor shoved the italian.,Did the American back the veterinarian?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13474,The chef boiled the cat the water because the skier poked the lunatic but the optimist vexed the running.,Did the lunatic poke the skier?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13475,The architect built the family the treehouse because the midfielder sickened the geophysicist when the dane relieved the patrolman.,Did the geophysicist sicken the midfielder?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13476,The uncle bought the nephew the toy because the ophthalmologist noted the stranger after the doomsayer placated the prince.,Did the stranger note the ophthalmologist?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13477,The artist carved the kids the sculpture after the wizard victimized the informer and the mason intimidated the groom.,Did the informer victimize the wizard?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13478,The cashier cashed the customer the check after the pediatrician framed the flora but the jailor represented the dealer.,Did the flora frame the pediatrician?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13479,The boy caught the dog the ball after the litigator fighted the spy because the pharmacist disparaged the pianist.,Did the spy fight the litigator?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13480,The team chartered the travelers the bus after the figure-skater defended the weightlifter when the intermediary beged the censor.,Did the weightlifter defend the figure-skater?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13481,The mobster introduced the importer and the maid cleaned the siblings the rooms but the racketeer bullied the steward.,Did the importer introduce the mobster?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13482,The cabbie troubled the pediatrician and the researcher compiled the team the report when the columnist hurted the skier.,Did the pediatrician trouble the cabbie?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13483,The geologist plagiarized the busdriver and the chef cooked the family the dinner because the security aggravated the matador.,Did the busdriver plagiarize the geologist?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13484,The planner aggravated the commuter and the tailor cut the friend the fabric after the fugitive cheated the protestor.,Did the commuter aggravate the planner?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13485,The exporter esteemed the maverick but the designer designed the brother the website and the investment jinxed the entertainer.,Did the maverick esteem the exporter?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13486,The beautician reimbursed the healer but the engineers developed the company the software when the henchman applauded the hitter.,Did the healer reimburse the beautician?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13487,The partner exhausted the user but the employee earned the colleague the bonus because the oracle mystified the mariner.,Did the user exhaust the partner?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13488,The husband delighted the henchman but the owner got the cat the toy after the monk investigated the rancher.,Did the henchman delight the husband?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13489,The jailor avoided the supplier when the master grilled the friends the vegetables and the trustee paged the bear.,Did the supplier avoid the jailor?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13490,The entertainer mortified the rancher when the gardeners grew the community the garden but the vagrant astounded the hippie.,Did the rancher mortify the entertainer?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13491,The toolmaker watched the mariner when the boy knitted the patient the robe because the logician swindled the drug.,Did the mariner watch the toolmaker?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13492,The usurper blamed the sergeant when the owner kept the dog the bone after the goalie related the quarterback.,Did the sergeant blame the usurper?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13493,The drummer accosted the yardman because the chef made the children the cake and the obstetrician compensated the pacifist.,Did the yardman accost the drummer?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13494,The professor complimented the coroner because the customer ordered the waiter the meal but the accuser rated the art.,Did the coroner compliment the professor?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13495,The nobleman intimidated the emissary because the painter painted the niece the portrait when the soprano delighted the hunter.,Did the emissary intimidate the nobleman?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13496,The victim choked the interpreter because the florist picked the friend the flowers after the dictator exposed the astronaut.,Did the interpreter choke the victim?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13497,The embezzler diagnosed the zealot after the chef prepared the guests the feast and the bodyguard extoled the newcomer.,Did the zealot diagnose the embezzler?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13498,The partner intrigued the pollster after the landlord rented the cousin the apartment but the miser rushed the peace-lover.,Did the pollster intrigue the partner?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13499,The clown pacified the coroner after the theatergoer reserved the parents the seats because the protestor related the carrier.,Did the coroner pacify the clown?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13500,The linguist exasperated the monk after the dad rolled the children the ball when the jeweler signaled the caregiver.,Did the monk exasperate the linguist?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13501,The nominee filmed the peace-lover and the hoodlum provoked the pediatrician but the conservationist saved the squirrel the nuts.,Did the peace-lover film the nominee?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13502,The german introduced the rabbi and the carrier welcomed the steward when the owner secured the dog the leash.,Did the rabbi introduce the German?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13503,The porter applauded the finn and the climber affronted the protagonist because the host set the guests the table.,Did the Finn applaud the porter?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13504,The user befuddled the juggler and the miner applauded the commander after the therapist shaped the patient the session.,Did the juggler befuddle the user?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13505,The plaintiff flustered the creditor but the shopper repulsed the fortune-teller and the illusionist stole the thief the moment.,Did the creditor fluster the plaintiff?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13506,The orthopedist naged the newcomer but the toymaker enticed the taxi-driver when the guest washed the host the dishes.,Did the newcomer nag the orthopedist?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13507,The investment spoted the ophthalmologist but the shopper raved the cabbie because the author wrote the friend the book.,Did the ophthalmologist spot the investment?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13508,The venture soothed the gymnast but the authorities investigated the mariner after the chef boiled the guests the pasta.,Did the gymnast soothe the venture?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13509,The hitter tested the storyteller when the athlete filmed the pacifist and the architect built the couple the house.,Did the storyteller test the hitter?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13510,The australian spoted the treasurer when the carrier hosted the manservant but the man cashed the friend the check.,Did the treasurer spot the Australian?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13511,The adjuster scared the reverent when the adulterer approved the psychopath because the agent chartered the tourists the yacht.,Did the reverent scare the adjuster?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13512,The warrior noticed the interviewer when the golfer sickened the shortstop after the cleaner cleaned the parents the house.,Did the interviewer notice the warrior?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13513,The geologist infuriated the mason because the draftsman baffled the embezzler and the researcher compiled the team the report.,Did the mason infuriate the geologist?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13514,The warlord alerted the football because the acupuncturist replaced the stranger but the chef cooked the family the meal.,Did the football alert the warlord?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13515,The chief accused the janitor because the weightlifter wounded the baroness when the team cut the kids the fruit.,Did the janitor accuse the chief?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13516,The cabinetmaker misinformed the embezzler because the rustler deceived the murderer after the mechanic fixed the neighbor the car.,Did the embezzler misinform the cabinetmaker?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13517,The patriot intrigued the astronaut after the sharpshooter awed the toymaker and the man found the sister the book.,Did the astronaut intrigue the patriot?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13518,The workaholic noticed the webmaster after the aristocrat pinched the supplier but the girl got the cat the toy.,Did the webmaster notice the workaholic?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13519,The poser welcomed the spaniard after the regular beged the maverick because the collector kept the nephew the coin.,Did the Spaniard welcome the poser?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13520,The provost astounded the pharmacist after the proctor singed the botanist when the decorator set the clients the table.,Did the pharmacist astound the provost?,No,third,Filler,three,BenefactiveDoubleObjectConstruction_plausible
13521,The chef baked the cookies the child and the opportunist tested the grouch but the greek hounded the carrier.,Did the grouch test the opportunist?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13522,The agent booked the flight the traveler and the maverick pacified the survivor when the idiot esteemed the nominee.,Did the survivor pacify the maverick?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13523,The fisherman caught the fish the kid and the italian mentioned the doomsayer because the psychiatrist begrudged the beautician.,Did the doomsayer mention the Italian?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13524,The aunt bought the toy the nephew and the sophomore bullied the bullfighter after the brewer confronted the minister.,Did the bullfighter bully the sophomore?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13525,The sculptor carved the sculpture the student but the jailor begrudged the bookbinder and the pollster haunted the organist.,Did the bookbinder begrudge the jailor?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13526,The architect designed the kennel the dog but the censor yelled the trespasser when the stranger avoided the taxpayer.,Did the trespasser yell the censor?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
