ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition,plausibility,gold_label
8888,The students bored the lecture but the regular troubled the supplier after the lithographer dismissed the hitter.,Did the students bore the lecture?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8889,The engineer bothered the error when the parachutist defended the matador and the pianist followed the wrestler.,Did the engineer bother the error?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8890,The patient calmed the music when the rabbi strangled the emissary but the physiologist heared the extremist.,Did the patient calm the music?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8891,The crowd captivated the performance when the botanist targeted the refugee because the pensioner tailgated the sportscaster.,Did the crowd captivate the performance?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8892,The baby comforted the melody when the striker stuned the courier after the acrobat distressed the millionnaire.,Did the baby comfort the melody?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8893,The detective confused the riddle because the dramatist introduced the realtor and the parishioner commended the equestrian.,Did the detective confuse the riddle?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8894,The jury convinced the evidence because the character followed the collaborator but the academic alerted the reverent.,Did the jury convince the evidence?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8895,The investor depressed the news because the sophomore dismissed the mutineer when the concierge mystified the gallery.,Did the investor depress the news?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8896,The defendant devastated the verdict because the understudy baffled the reverent after the dog antagonized the poacher.,Did the defendant devastate the verdict?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8897,The supporters disappointed the outcome after the statistician assuaged the pawnbroker and the ceo neglected the countess.,Did the supporters disappoint the outcome?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8898,The artist discouraged the criticism after the hotelier saluted the warlord but the champion hosted the statistician.,Did the artist discourage the criticism?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8899,The viewer disgusted the scene after the victim placated the cinematographer because the zealot repulsed the realtor.,Did the viewer disgust the scene?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8900,The sleeper disturbed the alarm after the suspect visited the scavenger when the crusader notified the general.,Did the sleeper disturb the alarm?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8901,The soothsayer investigated the hairdresser and the client displeased the decision but the bachelor reassured the vagrant.,Did the client displease the decision?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8902,The wife ignored the thug and the presenter embarrassed the mistake when the trendsetter outraged the caregiver.,Did the presenter embarrass the mistake?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8903,The foreman bemused the optician and the researcher encouraged the results because the barrister tested the storyteller.,Did the researcher encourage the results?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8904,The sponsor complimented the understudy and the viewers enlightened the documentary after the grandson advised the workaholic.,Did the viewers enlighten the documentary?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8905,The weaver aggravated the protagonist but the fans excited the announcement and the quarterback quoted the salesman.,Did the fans excite the announcement?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8906,The commissioner infuriated the conman but the campers frightened the thunder when the stableman naged the grouch.,Did the campers frighten the thunder?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8907,The jester photographed the football but the gamers frustrated the puzzle because the ringleader assuaged the professor.,Did the gamers frustrate the puzzle?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8908,The commoner honored the telemarketer but the investors impressed the demonstration after the percussionist mentioned the informer.,Did the investors impress the demonstration?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8909,The goalkeeper cheated the propagandist when the speaker irritated the interruption and the gambler diagnosed the geophysicist.,Did the speaker irritate the interruption?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8910,The scout approved the invader when the readers pleased the ending but the spokesman ignored the citizen.,Did the readers please the ending?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8911,The miser quized the chaplain when the mathematician puzzled the problem because the jockey isolated the steward.,Did the mathematician puzzle the problem?,Yes,second,Experimental,three,ExperienerObject,implausible,No
8912,The thug framed the lyricist when the friends saddened the farewell after the athlete flustered the trendsetter.,Did the friends sadden the farewell?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8913,The kleptomaniac pursued the feminist because the students satisfied the explanation and the bodyguard naged the composer.,Did the students satisfy the explanation?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8914,The gangster cheated the administrator because the recipient surprised the gift but the regular defeated the senior.,Did the recipient surprise the gift?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8915,The nobleman visited the consultant because the community shocked the news when the donor hounded the barrister.,Did the community shock the news?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8916,The pianist hounded the actuary because the audience terrified the movie after the instrumentalist watched the carrier.,Did the audience terrify the movie?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8917,The planner remembered the dramatist after the sailors threatened the storm and the wholesaler hurted the prosecutor.,Did the sailors threaten the storm?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8918,The feminist beged the signatory after the visitors thrilled the ride but the dog shamed the exporter.,Did the visitors thrill the ride?,Yes,second,Experimental,three,ExperienerObject,implausible,No
8919,The mercenary poisoned the minister after the regulars upset the change because the optometrist paged the hunter.,Did the regulars upset the change?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8920,The saxophonist tickled the smith after the doctor worried the symptoms when the drummer spoted the commuter.,Did the doctor worry the symptoms?,Yes,second,Experimental,three,ExperienerObject,implausible,Yes
8921,The italian deceived the adjuster and the geneticist avoided the go-between but the student agonized the puzzle.,Did the student agonize the puzzle?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8922,The shoemaker acknowledged the drummer and the protestor challenged the landlady when the magician amazed the illusion.,Did the magician amaze the illusion?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8923,The hero soothed the realtor and the emperor excused the publisher because the comedian amused the joke.,Did the comedian amuse the joke?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8924,The mapmaker ridiculed the umpire and the sorcerer isolated the scavenger after the leader angered the decision.,Did the leader anger the decision?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8925,The editor stuned the upholsterer but the shepherd yelled the pharmacist and the homeowner annoyed the complaint.,Did the homeowner annoy the complaint?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8926,The machinist interviewed the suspect but the undergraduate extoled the steelworker when the activist aroused the speech.,Did the activist arouse the speech?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8927,The protestor beged the saxophonist but the oncologist commended the bullfighter because the archaeologist astonished the discovery.,Did the archaeologist astonish the discovery?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8928,The optometrist asked the hero but the wizard spooked the organist after the actor bored the monologue.,Did the actor bore the monologue?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8929,The mobster maddened the organist when the chiseler charmed the pollster and the beekeeper bothered the buzz.,Did the beekeeper bother the buzz?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8930,The bodyguard offended the anesthesiologist when the prince startled the socialite but the sailor calmed the breeze.,Did the sailor calm the breeze?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8931,The stonecutter haunted the canadian when the hotelier observed the juror because the curator captivated the painting.,Did the curator captivate the painting?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8932,The protagonist troubled the suspect when the maniac misquoted the nobleman after the child comforted the lullaby.,Did the child comfort the lullaby?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8933,The matador related the survivor because the greek noticed the train and the mathematician confused the equation.,Did the mathematician confuse the equation?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8934,The finn harassed the publisher because the columnist misleaded the oracle but the philosopher convinced the argument.,Did the philosopher convince the argument?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8935,The wench recognized the bachelor because the trooper suspected the steward when the listener depressed the music.,Did the listener depress the music?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8936,The revolutionary escorted the capitalist because the skater sighted the gallery after the writer devastated the critique.,Did the writer devastate the critique?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8937,The merchant cursed the matador after the mapmaker inspired the cabbie and the coach disappointed the result.,Did the coach disappoint the result?,Yes,third,Experimental,three,ExperienerObject,implausible,No
8938,The organist begrudged the saleslady after the asylum visited the gangster but the applicant discouraged the rejection.,Did the applicant discourage the rejection?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8939,The bricklayer mocked the commuter after the protagonist filmed the stuntman because the environmentalist disgusted the litter.,Did the environmentalist disgust the litter?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8940,The toymaker deprecated the chemist after the grandson inspired the auditor when the researcher disturbed the noise.,Did the researcher disturb the noise?,Yes,third,Experimental,three,ExperienerObject,implausible,Yes
8941,The advocate displeased the verdict and the acupuncturist recognized the miller but the gangster invoiced the appraiser.,Did the advocate displease the verdict?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8942,The spokesperson embarrassed the blunder and the entertainer deceived the wizard when the revolutionary humiliated the spokesman.,Did the spokesperson embarrass the blunder?,Yes,first,Experimental,three,ExperienerObject,implausible,No
8943,The student encouraged the feedback and the hairdresser pated the realtor because the dog persuaded the mercenary.,Did the student encourage the feedback?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8944,The scholar enlightened the lecture and the pensioner presented the yardman after the geneticist raved the fortune-teller.,Did the scholar enlighten the lecture?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8945,The director excited the preview but the weatherman advised the skier and the acrobat scared the protagonist.,Did the director excite the preview?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8946,The guard frightened the shadow but the intermediary accused the sharpshooter when the climber faced the skater.,Did the guard frighten the shadow?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8947,The player frustrated the game but the entertainer flattered the socialite because the stranger raved the culprit.,Did the player frustrate the game?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8948,The judge impressed the performance but the usher excused the sharpshooter after the bullfighter outraged the homeless.,Did the judge impress the performance?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8949,The driver irritated the glare when the wife watched the canadian and the husband dismissed the treasurer.,Did the driver irritate the glare?,Yes,first,Experimental,three,ExperienerObject,implausible,No
8950,The chef pleased the flavor when the sharpshooter mortified the newscaster but the newcomer awakened the miser.,Did the chef please the flavor?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8951,The detective puzzled the clue when the merchant understanded the proofreader because the poser enticed the husband.,Did the detective puzzle the clue?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8952,The audience saddened the ending when the poser flattered the maverick after the hunter dismissed the paymaster.,Did the audience sadden the ending?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8953,The diner satisfied the meal because the webmaster bemused the deacon and the spy neglected the telemarketer.,Did the diner satisfy the meal?,Yes,first,Experimental,three,ExperienerObject,implausible,No
8954,The employee surprised the announcement because the spokeswoman wounded the patron but the running signaled the procrastinator.,Did the employee surprise the announcement?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8955,The audience shocked the verdict because the miller related the cartographer when the conman cursed the bricklayer.,Did the audience shock the verdict?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8956,The zookeeper terrified the roar because the accuser antagonized the vagrant after the pacifist yelled the swimmer.,Did the zookeeper terrify the roar?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8957,The farmer threatened the cloud after the partner tailgated the kleptomaniac and the lineman forgived the doorman.,Did the farmer threaten the cloud?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8958,The investor thrilled the news after the plumber buged the gallery but the traditionalist fancied the newswoman.,Did the investor thrill the news?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8959,The technician upset the malfunction after the clown victimized the valet because the midwife challenged the soundman.,Did the technician upset the malfunction?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
8960,The captain worried the forecast after the anesthesiologist delighted the accuser when the wife snubed the doorman.,Did the captain worry the forecast?,Yes,first,Experimental,three,ExperienerObject,implausible,Yes
11521,The mechanic assembled the engine and the wizard choked the psychologist but the weatherman advised the waitress.,Did the engine assemble the mechanic?,No,first,Experimental,three,Transitive,plausible,No
11522,The tailor bent the wire and the pensioner relieved the typist when the impostor escorted the vagrant.,Did the wire bend the tailor?,No,first,Experimental,three,Transitive,plausible,No
11523,The child bit the apple and the kleptomaniac peeved the trumpeter because the infantryman mollified the panhandler.,Did the apple bite the child?,No,first,Experimental,three,Transitive,plausible,No
11524,The chef blended the ingredients and the sophomore reimbursed the photographer after the bricklayer intrigued the clarinetist.,Did the ingredients blend the chef?,No,first,Experimental,three,Transitive,plausible,No
11525,The sculptor carved the statue but the mariner defended the bookbinder and the greek begrudged the chancellor.,Did the statue carve the sculptor?,No,first,Experimental,three,Transitive,plausible,No
11526,The chef chopped the vegetables but the sommelier swindled the solicitor when the playwright mocked the editor.,Did the vegetables chop the chef?,No,first,Experimental,three,Transitive,plausible,No
11527,The cleaner cleaned the floor but the blonde goaded the heretic because the murderer spoted the brewer.,Did the floor clean the cleaner?,No,first,Experimental,three,Transitive,plausible,No
11528,The collector collected the stamps but the adjuster awakened the bullfighter after the delivery offended the auditor.,Did the stamps collect the collector?,No,first,Experimental,three,Transitive,plausible,No
11529,The butcher cut the meat when the strategist accused the liberal and the protestor stared the shortstop.,Did the meat cut the butcher?,No,first,Experimental,three,Transitive,plausible,No
11530,The writer described the landscape when the actuary cited the prosecutor but the pathologist encountered the violinist.,Did the landscape describe the writer?,No,first,Experimental,three,Transitive,plausible,No
11531,The crew destroyed the building when the sommelier teased the orthopedist because the trendsetter fascinated the yardman.,Did the building destroy the crew?,No,first,Experimental,three,Transitive,plausible,No
11532,The architect designed the house when the murderer recognized the scout after the wholesaler mocked the dealer.,Did the house design the architect?,No,first,Experimental,three,Transitive,plausible,No
11533,The student pushed the cart because the healer neglected the pollster and the englishman faced the traditionalist.,Did the cart push the student?,No,first,Experimental,three,Transitive,plausible,No
11534,The artist drew the portrait because the taxpayer repulsed the dissident but the trespasser nudged the watchmaker.,Did the portrait draw the artist?,No,first,Experimental,three,Transitive,plausible,No
11535,The teacher memorized the concept because the revolutionary tailgated the housemaid when the asylum fascinated the benefactor.,Did the concept memorize the teacher?,No,first,Experimental,three,Transitive,plausible,No
11536,The blacksmith flattened the metal because the runner welcomed the innovator after the censor haunted the signatory.,Did the metal flatten the blacksmith?,No,first,Experimental,three,Transitive,plausible,No
11537,The artist folded the paper after the locksmith pacified the cinematographer and the maniac stuned the backstabber.,Did the paper fold the artist?,No,first,Experimental,three,Transitive,plausible,No
11538,The carpenter hammered the nail after the cardinal pinched the supplier but the feminist harassed the cheerleader.,Did the nail hammer the carpenter?,No,first,Experimental,three,Transitive,plausible,No
11539,The hacker hacked the system after the bachelor squeezed the manservant because the newswoman deceived the accuser.,Did the system hack the hacker?,No,first,Experimental,three,Transitive,plausible,No
11540,The boxer hit the wall after the quarterback shamed the parishioner when the umpire buged the petitioner.,Did the wall hit the boxer?,No,first,Experimental,three,Transitive,plausible,No
11541,The liberal invoiced the illustrator and the player kicked the ball but the opponent advised the parishioner.,Did the ball kick the player?,No,second,Experimental,three,Transitive,plausible,No
11542,The choreographer relieved the rival and the burglar knocked the door when the intermediary filmed the athlete.,Did the door knock the burglar?,No,second,Experimental,three,Transitive,plausible,No
11543,The trickster compensated the fighter and the baker made the bread because the user singed the refugee.,Did the bread make the baker?,No,second,Experimental,three,Transitive,plausible,No
11544,The acupuncturist photographed the commander and the blacksmith pounded the metal after the realtor outraged the astronaut.,Did the metal pound the blacksmith?,No,second,Experimental,three,Transitive,plausible,Yes
11545,The striker haunted the ceo but the factory produced the cars and the countess acknowledged the parachutist.,Did the cars produce the factory?,No,second,Experimental,three,Transitive,plausible,No
11546,The cat fancied the patrolman but the man protected the environment when the leper nominated the lunatic.,Did the environment protect the man?,No,second,Experimental,three,Transitive,plausible,No
11547,The homeless signaled the rustler but the boxer punched the sandbag because the psychic evaluated the percussionist.,Did the sandbag punch the boxer?,No,second,Experimental,three,Transitive,plausible,Yes
11548,The poser beged the showman but the boy read the magazine after the communist respected the electrician.,Did the magazine read the boy?,No,second,Experimental,three,Transitive,plausible,No
11549,The trustee targeted the accuser when the carpenter sawed the wood and the foreman peeved the psychopath.,Did the wood saw the carpenter?,No,second,Experimental,three,Transitive,plausible,No
11550,The deacon judged the newswoman when the firefighter saved the life but the censor misleaded the proofreader.,Did the life save the firefighter?,No,second,Experimental,three,Transitive,plausible,Yes
11551,The interviewer observed the wizard when the vandal shattered the window because the minister reassured the stableman.,Did the window shatter the vandal?,No,second,Experimental,three,Transitive,plausible,No
11552,The anesthesiologist misquoted the patent when the pirate slashed the sail after the drug inspired the sharecropper.,Did the sail slash the pirate?,No,second,Experimental,three,Transitive,plausible,No
11553,The bullfighter maddened the german because the chef sliced the bread and the loyalist defended the statistician.,Did the bread slice the chef?,No,second,Experimental,three,Transitive,plausible,Yes
11554,The undergraduate strangled the entomologist because the child smashed the toy but the censor enraged the hitter.,Did the toy smash the child?,No,second,Experimental,three,Transitive,plausible,No
11555,The mover befriended the cabbie because the player squashed the ball when the neighbor extoled the chiseler.,Did the ball squash the squash player?,No,second,Experimental,three,Transitive,plausible,No
11556,The jogger spoted the survivor because the boxer suggested the idea after the flora awed the censor.,Did the idea suggest the boxer?,No,second,Experimental,three,Transitive,plausible,No
11557,The treasurer flattered the anesthesiologist after the student skipped the class and the athlete snubed the stranger.,Did the class skip the student?,No,second,Experimental,three,Transitive,plausible,No
11558,The deputy appeased the flora after the artist touched the canvas but the newswoman blamed the hippie.,Did the canvas touch the artist?,No,second,Experimental,three,Transitive,plausible,Yes
11559,The gambler ruined the shortstop after the chef used the knife because the mover paged the dog.,Did the knife use the chef?,No,second,Experimental,three,Transitive,plausible,Yes
11560,The hypochondriac exposed the rogue after the person wasted the water when the treasurer plagiarized the adulterer.,Did the water waste the person?,No,second,Experimental,three,Transitive,plausible,No
11561,The zoologist misquoted the geologist and the veterinarian noted the toolmaker but the carpenter assembled the bookshelf.,Did the bookshelf assemble the carpenter?,No,third,Experimental,three,Transitive,plausible,No
11562,The chemist saluted the jeweler and the shopper provoked the usurper when the instructor bent the mat.,Did the mat bend the instructor?,No,third,Experimental,three,Transitive,plausible,No
11563,The user esteemed the commentator and the soothsayer replaced the hippie because the child bit the chocolate.,Did the chocolate bite the child?,No,third,Experimental,three,Transitive,plausible,No
11564,The hunter represented the violist and the trumpeter plagiarized the cowboy after the bartender blended the cocktail.,Did the cocktail blend the bartender?,No,third,Experimental,three,Transitive,plausible,No
11565,The soothsayer wounded the reception but the lyricist enticed the saleslady and the girl carved the statue.,Did the statue carve the girl?,No,third,Experimental,three,Transitive,plausible,No
11566,The mobster rejected the drug but the violinist misleaded the instrumentalist when the chef chopped the onions.,Did the onions chop the chef?,No,third,Experimental,three,Transitive,plausible,Yes
11567,The clown extoled the stranger but the acupuncturist judged the authorities because the cleaner cleaned the windows.,Did the windows clean the cleaner?,No,third,Experimental,three,Transitive,plausible,No
11568,The hypnotist stared the rival but the grocer invoiced the physiologist after the collector collected the coins.,Did the coins collect the collector?,No,third,Experimental,three,Transitive,plausible,No
11569,The governor aggravated the bidder when the botanist compensated the opponent and the tailor cut the fabric.,Did the fabric cut the tailor?,No,third,Experimental,three,Transitive,plausible,Yes
11570,The ex-wife peeved the tenor when the workaholic goaded the columnist but the guide described the monument.,Did the monument describe the guide?,No,third,Experimental,three,Transitive,plausible,No
11571,The saxophonist complimented the steelworker when the juror overcharged the beautician because the crew destroyed the facility.,Did the facility destroy the crew?,No,third,Experimental,three,Transitive,plausible,No
11572,The jester goaded the invader when the capitalist invited the litigator after the designer designed the logo.,Did the logo design the designer?,No,third,Experimental,three,Transitive,plausible,No
11573,The residents undermined the grandfather because the quarterback assuaged the countess and the student pushed the button.,Did the button push the student?,No,third,Experimental,three,Transitive,plausible,Yes
11574,The cabbie addressed the grocer because the veteran rushed the scoundrel but the artist drew the landscape.,Did the landscape draw the artist?,No,third,Experimental,three,Transitive,plausible,No
11575,The logician mentioned the midfielder because the hippie rated the usher when the boy memorized the lines.,Did the lines memorize the lines?,No,third,Experimental,three,Transitive,plausible,No
11576,The go-between enraged the taxi-driver because the wife befriended the minister after the ironworker flattened the plate.,Did the plate flatten the ironworker?,No,third,Experimental,three,Transitive,plausible,No
11577,The capitalist awed the anesthesiologist after the paleontologist awaited the extremist and the artist folded the crane.,Did the crane fold the artist?,No,third,Experimental,three,Transitive,plausible,No
11578,The signatory aggravated the perpetrator after the englishman welcomed the underwriter but the blacksmith hammered the metal.,Did the metal hammer the blacksmith?,No,third,Experimental,three,Transitive,plausible,No
11579,The miller cheated the meatpacker after the gourmand forgived the hero because the kid hacked the computer.,Did the computer hack the kid?,No,third,Experimental,three,Transitive,plausible,No
11580,The choreographer sickened the conservator after the accuser beated the welder when the lady hit the bag.,Did the bag hit the lady?,No,third,Experimental,three,Transitive,plausible,No
11581,The guy kicked the door and the tenor framed the inventor but the dealer befriended the publisher.,Did the wall kick the guy?,No,first,Experimental,three,Transitive,plausible,No
11582,The student knocked the door and the goalie photographed the benefactor when the socialist antagonized the shopper.,Did the door knock the student?,No,first,Experimental,three,Transitive,plausible,No
11583,The baker made the cake and the regular tailgated the felon because the soundman fighted the yodeler.,Did the cake make the baker?,No,first,Experimental,three,Transitive,plausible,No
11584,The worker pounded the metal and the teenager awaited the reverent after the fugitive diagnosed the composer.,Did the metal pound the worker?,No,first,Experimental,three,Transitive,plausible,No
11585,The factory produced the smartphones but the leper defeated the hotelier and the toolmaker ridiculed the performer.,Did the smartphones produce the factory?,No,first,Experimental,three,Transitive,plausible,No
11586,The soldiers protected the building but the logician applauded the benefactor when the protagonist seduced the illustrator.,Did the building protect the soldiers?,No,first,Experimental,three,Transitive,plausible,Yes
11587,The boxer punched the locker but the atheist stuned the vagrant because the tramp eyed the goalkeeper.,Did the locker punch the boxer?,No,first,Experimental,three,Transitive,plausible,No
11588,The student read the novel but the yachtsman baffled the provost after the plaintiff accused the conservator.,Did the novel read the student?,No,first,Experimental,three,Transitive,plausible,No
11589,The carpenter sawed the timber when the pediatrician related the meteorologist and the respondent tested the patrolman.,Did the timber saw the carpenter?,No,first,Experimental,three,Transitive,plausible,No
11590,The firefighter saved the money when the trumpeter hurted the spy but the miser smacked the botanist.,Did the money save the firefighter?,No,first,Experimental,three,Transitive,plausible,No
11591,The vandals shattered the window when the entertainer mollified the skier because the patrolman defeated the shopper.,Did the window shatter the vandals?,No,first,Experimental,three,Transitive,plausible,No
11592,The pirate slashed the sail when the trendsetter isolated the bodyguard after the jester bemused the football.,Did the sail slash the pirate?,No,first,Experimental,three,Transitive,plausible,No
11593,The chef sliced the tomato because the doorman pursued the caterer and the asylum delighted the maverick.,Did the tomato slice the chef?,No,first,Experimental,three,Transitive,plausible,Yes
11594,The child smashed the toy car because the programmer respected the immigrant but the bodyguard overcharged the deacon.,Did the toy car smash the child?,No,first,Experimental,three,Transitive,plausible,No
11595,The player squashed the ball because the deputy outraged the organist when the cardinal entertained the jock.,Did the ball squash the player?,No,first,Experimental,three,Transitive,plausible,No
11596,The manager suggested the policy because the clown targeted the racketeer after the hiker observed the grouch.,Did the policy suggest the manager?,No,first,Experimental,three,Transitive,plausible,No
11597,The student skipped the party after the prima_donna belittled the parishioner and the administrator consulted the rogue.,Did the party skip the student?,No,first,Experimental,three,Transitive,plausible,No
11598,The artist touched the canvas after the pollster framed the steward but the commander watched the housemaid.,Did the canvas touch the artist?,No,first,Experimental,three,Transitive,plausible,No
11599,The chef used the blender after the psychologist persuaded the plumber because the jeweler backed the entomologist.,Did the blender use the chef?,No,first,Experimental,three,Transitive,plausible,No
11600,The person wasted the electricity after the mode fighted the emperor when the go-between stared the vagrant.,Did the ricity waste the person?,No,first,Experimental,three,Transitive,plausible,No
11601,The deacon betraied the shopper and the engine assembled the mechanic but the groom interviewed the motorcyclist.,Did the mechanic assemble the engine?,No,second,Experimental,three,Transitive,implausible,No
11602,The conservator saluted the diva and the wire bent the tailor when the encroacher extoled the sophomore.,Did the tailor bend the wire?,No,second,Experimental,three,Transitive,implausible,No
11603,The chiseler strangled the millionnaire and the apple bit the child because the psychologist placated the roadworker.,Did the child bite the apple?,No,second,Experimental,three,Transitive,implausible,No
11604,The prosecutor represented the extremist and the ingredients blended the chef after the mutineer harassed the biologist.,Did the chef blend the ingredients?,No,second,Experimental,three,Transitive,implausible,Yes
11605,The hotelier awakened the infantryman but the statue carved the sculptor and the strategist enticed the parachutist.,Did the sculptor carve the statue?,No,second,Experimental,three,Transitive,implausible,No
11606,The appraiser awakened the opponent but the vegetables chopped the chef when the mariner quized the lineman.,Did the chef chop the vegetables?,No,second,Experimental,three,Transitive,implausible,No
11607,The refugee approved the protestor but the floor cleaned the cleaner because the linguist peeved the conman.,Did the cleaner clean the floor?,No,second,Experimental,three,Transitive,implausible,No
11608,The interpreter strangled the interviewer but the stamps collected the collector after the cat misinformed the photographer.,Did the collector collect the stamps?,No,second,Experimental,three,Transitive,implausible,Yes
11609,The hairdresser intimidated the passenger when the meat cut the butcher and the trickster confronted the ophthalmologist.,Did the butcher cut the meat?,No,second,Experimental,three,Transitive,implausible,No
11610,The storyteller scorned the defense when the landscape described the writer but the mapmaker excused the performer.,Did the writer describe the landscape?,No,second,Experimental,three,Transitive,implausible,No
11611,The niece singed the hotelier when the building destroyed the crew because the opportunist defeated the strategist.,Did the crew destroy the building?,No,second,Experimental,three,Transitive,implausible,Yes
11612,The taxi-driver repulsed the pathologist when the house designed the architect after the newswoman rated the doorman.,Did the architect design the house?,No,second,Experimental,three,Transitive,implausible,No
11613,The bear approved the mayor because the cart pushed the student and the oncologist fascinated the administrator.,Did the student push the cart?,No,second,Experimental,three,Transitive,implausible,No
11614,The caregiver presented the plaintiff because the portrait drew the artist but the innovator plagiarized the pharmacist.,Did the artist draw the portrait?,No,second,Experimental,three,Transitive,implausible,No
11615,The telemarketer applauded the obstetrician because the concept memorized the teacher when the optimist placated the parent.,Did the teacher memorize the concept?,No,second,Experimental,three,Transitive,implausible,No
11616,The chaplain buged the spiritual because the metal flattened the blacksmith after the chancellor antagonized the bidder.,Did the blacksmith flatten the metal?,No,second,Experimental,three,Transitive,implausible,No
11617,The physicist perplexed the helper after the paper folded the artist and the extremist buged the maverick.,Did the artist fold the paper?,No,second,Experimental,three,Transitive,implausible,No
11618,The proctor poisoned the obstetrician after the nail hammered the carpenter but the buyer isolated the hypnotist.,Did the carpenter hammer the nail?,No,second,Experimental,three,Transitive,implausible,No
11619,The feminist alerted the respondent after the system hacked the hacker because the rabbi bemused the innovator.,Did the hacker hack the system?,No,second,Experimental,three,Transitive,implausible,No
11620,The tramp screamed the innovator after the wall hit the boxer when the poser faced the prima_donna.,Did the boxer hit the wall?,No,second,Experimental,three,Transitive,implausible,Yes
11621,The planner accosted the hairstylist and the equestrian approved the toymaker but the ball kicked the player.,Did the player kick the ball?,No,third,Experimental,three,Transitive,implausible,No
11622,The communist flattered the buyer and the dean rushed the grocer when the door knocked the burglar.,Did the burglar knock on the door?,No,third,Experimental,three,Transitive,implausible,No
11623,The mayor startled the spaniard and the italian neglected the opponent because the bread made the baker.,Did the baker make the bread?,No,third,Experimental,three,Transitive,implausible,No
11624,The porter peeved the linguist and the rabbi bullied the clarinetist after the metal pounded the blacksmith.,Did the blacksmith pound the metal?,No,third,Experimental,three,Transitive,implausible,No
11625,The yodeler exposed the zealot but the delivery haunted the draftsman and the cars produced the factory.,Did the factory produce the cars?,No,third,Experimental,three,Transitive,implausible,No
